Date,NIFTY_50,NIFTY_FIN_SERVICES,NIFTY_AUTO
2010-04-19,5203.64990234375,4010.679931640625,3719.530029296875
2010-04-20,5230.10009765625,4010.679931640625,3719.530029296875
2010-04-21,5244.89990234375,4010.679931640625,3719.530029296875
2010-04-22,5269.35009765625,4010.679931640625,3719.530029296875
2010-04-23,5304.10009765625,4010.679931640625,3719.530029296875
2010-04-26,5322.4501953125,4010.679931640625,3719.530029296875
2010-04-27,5308.35009765625,4010.679931640625,3719.530029296875
2010-04-28,5215.4501953125,4010.679931640625,3719.530029296875
2010-04-29,5254.14990234375,4010.679931640625,3719.530029296875
2010-04-30,5278.0,4010.679931640625,3719.530029296875
2010-05-03,5222.75,4010.679931640625,3719.530029296875
2010-05-04,5148.5,4010.679931640625,3719.530029296875
2010-05-05,5124.89990234375,4010.679931640625,3719.530029296875
2010-05-06,5090.85009765625,4010.679931640625,3719.530029296875
2010-05-07,5018.0498046875,4010.679931640625,3719.530029296875
2010-05-10,5193.60009765625,4010.679931640625,3719.530029296875
2010-05-11,5136.14990234375,4010.679931640625,3719.530029296875
2010-05-12,5156.64990234375,4010.679931640625,3719.530029296875
2010-05-13,5178.89990234375,4010.679931640625,3719.530029296875
2010-05-14,5093.5,4010.679931640625,3719.530029296875
2010-05-17,5059.89990234375,4010.679931640625,3719.530029296875
2010-05-18,5066.2001953125,4010.679931640625,3719.530029296875
2010-05-19,4919.64990234375,4010.679931640625,3719.530029296875
2010-05-20,4947.60009765625,4010.679931640625,3719.530029296875
2010-05-21,4931.14990234375,4010.679931640625,3719.530029296875
2010-05-24,4943.9501953125,4010.679931640625,3719.530029296875
2010-05-25,4806.75,4010.679931640625,3719.530029296875
2010-05-26,4917.39990234375,4010.679931640625,3719.530029296875
2010-05-27,5003.10009765625,4010.679931640625,3719.530029296875
2010-05-28,5066.5498046875,4010.679931640625,3719.530029296875
2010-05-31,5086.2998046875,4010.679931640625,3719.530029296875
2010-06-01,4970.2001953125,4010.679931640625,3719.530029296875
2010-06-02,5019.85009765625,4010.679931640625,3719.530029296875
2010-06-03,5110.5,4010.679931640625,3719.530029296875
2010-06-04,5135.5,4010.679931640625,3719.530029296875
2010-06-07,5034.0,4010.679931640625,3719.530029296875
2010-06-08,4987.10009765625,4010.679931640625,3719.530029296875
2010-06-09,5000.2998046875,4010.679931640625,3719.530029296875
2010-06-10,5078.60009765625,4010.679931640625,3719.530029296875
2010-06-11,5119.35009765625,4010.679931640625,3719.530029296875
2010-06-14,5197.7001953125,4010.679931640625,3719.530029296875
